LNR,RESPONSE
1754,0.5699252120684994
1770,0.5760928696539614
1465,0.46296971179333307
1470,0.36914343063256966
1478,0.41303117218789315
1782,0.40957831773801656
1485,0.5056430480685785
1519,0.4792656418488898
1835,0.45663284688642014
1522,0.47921526842066053
1539,0.4174316527490001
1853,0.5638122544522349
1856,0.3561074817023919
2502,0.49860095675953925
2182,0.5641843318023666
2191,0.5285722535282684
2522,0.37605297941175597
2530,0.5120985538634378
2215,0.487174505433781
2550,0.5602916627964962
2570,0.5504649448234635
2574,0.491793636222037
2579,0.5740769912714595
2247,0.5796411820190375
2674,0.4205949713345629
11434,0.43889936082035186
11122,0.5738467227379217
11127,0.46233171873927165
11443,0.5448779698022125
11170,0.48257371812786315
11191,0.3426995188650421
11198,0.5808744910401136
10936,0.47650959893890493
11244,0.5061716732100618
11247,0.4166911133826847
11252,0.5414599781002118
11259,0.4755760142657026
10945,0.3721043383469848
10951,0.4150794160618718
11271,0.5089877512855749
10963,0.5671171366743778
11282,0.5125889672504138
11291,0.45296975030717923
10980,0.44380962142074365
10994,0.29366624993834467
10998,0.48257371812786315
11303,0.3909172958681893
11630,0.41426925990833136
11636,0.46652683438508064
11949,0.40481467411336475
11950,0.4899579759537863
11956,0.5651751348868659
11648,0.48257371812786315
11653,0.47518935366280873
11967,0.4589671842411858
11972,0.32958128086893296
11975,0.5057298385873705
12110,0.4969371366955945
12113,0.575810429237764
11712,0.4379635299134029
11716,0.47650959893890493
12000,0.4062130495992405
11722,0.44330126164835265
12023,0.48257371812786315
12046,0.421798832962376
11762,0.4755760142657026
12071,0.4640818496726351
12077,0.43255251118177324
11785,0.5530270726579554
11788,0.4351187559020092
11790,0.39584185812651185
11800,0.4703377479234895
11806,0.4145308052099102
11816,0.3550811435627817
11505,0.48050142170675075
11837,0.471963399560313
11531,0.5299276503967186
11848,0.47114639372358796
11854,0.43677725606765117
11877,0.4160749732818163
11563,0.4955416804619248
11567,0.5306815166499571
11894,0.45300130829115287
11906,0.462150039520127
11917,0.48257371812786315
11610,0.48257371812786315
11923,0.502098539154768
12596,0.414570111122839
12603,0.4285107833955815
12608,0.5354679735844368
12633,0.43983280459840834
12637,0.44596584216052054
21484,0.4755760142657026
21184,0.44930228759248925
21247,0.39363514082393225
20991,0.438285559034735
21018,0.460173761727245
21019,0.5720379823905343
21047,0.4009945320593141
21054,0.4191014417913524
21374,0.4967933335027234
21392,0.35904484668811887
21713,0.44497352380454447
22019,0.3879502719576756
22025,0.5635598984151914
21722,0.564117142439797
21728,0.4605070000403804
22039,0.48257371812786315
22044,0.4975546718198763
61900,0.5564945571816925
62548,0.5550451800957411
63176,0.5022402481304222
64473,0.5671908260383718
64779,0.5693247664239229
64780,0.3963832935329872
64784,0.40712998284828006
65105,0.48257371812786315
65431,0.5263658775502765
65433,0.5663214653887136
66055,0.41898603436684045
66071,0.48257371812786315
61280,0.5098356108897703
61281,0.4910122574691964
61284,0.4217013753623062
61597,0.4109629526510223
61606,0.3119582690341074
62235,0.5504641133801071
62240,0.3717092148048779
62241,0.28962664532273097
62555,0.5366507051640467
62557,0.44768934045268405
62565,0.4128620992918626
62566,0.5753946609905092
63515,0.34243226814973826
63524,0.581593307243973
64797,0.4421366721038068
65116,0.47650959893890493
75249,0.4375276521601877
75253,0.5722799269123874
75575,0.48350730280106546
76212,0.37752613216265346
71422,0.41784915280009366
72059,0.42341285198680517
72060,0.5286016789257131
72383,0.4496840915855997
72386,0.4324548287639419
72700,0.5421368908948899
72715,0.3399095627459106
73028,0.4502504212108063
73346,0.4549219011597805
73658,0.5546923377326081
73662,0.5358016820592495
73666,0.5070248411752877
73668,0.46930536972976983
73985,0.5437405643925198
74299,0.3640234049646215
74310,0.3358352778629245
74312,0.5259154902804916
74619,0.5465512653613519
74620,0.3662967600906839
74627,0.3985701934357888
74938,0.40566414287796654
74952,0.4762427979406936
75911,0.4476031743756036
75913,0.42176680852036064
76221,0.4429020470684989
76227,0.48400399434980584
71448,0.2790051957447593
15887,0.4558079565823078
15498,0.5429493539149286
15504,0.47042088644589486
15507,0.4403738035341641
15521,0.524311735148652
24403,0.41741455286173496
24100,0.4966016339671368
24436,0.5416682000321048
24440,0.486753147880055
24442,0.47650959893890493
24148,0.4921173991857024
24149,0.4025192030140184
24155,0.43511735386287115
24458,0.4543215902834196
24169,0.5415954901362035
24477,0.5807266029221525
24479,0.4051024767554257
24486,0.5259523367606816
24190,0.511814691625037
24515,0.5112067939453877
24214,0.4381798203209352
25183,0.48257371812786315
25207,0.4014825796754511
24889,0.5330770977518831
24890,0.472602998773733
25226,0.4826493715896187
25232,0.4602426362044101
25244,0.3945500707047954
25339,0.45308234543086134
25355,0.5639643905157673
24958,0.3491626874269176
25277,0.5194975268079095
25286,0.5404839574778905
24988,0.48257371812786315
25298,0.41770183890473345
25309,0.5687475710344866
25315,0.3893921123443596
25014,0.48350730280106546
25322,0.4097861388426005
25333,0.5853168182815822
25025,0.5169007985226347
24726,0.5691804168507513
24735,0.4755760142657026
25055,0.48986923416927
25056,0.4105116285411996
24746,0.5545581196384164
25061,0.40262563264917955
25067,0.4692277966151072
25074,0.4800949219864645
24773,0.44542638784342564
25080,0.4755760142657026
25086,0.5566951312826582
25088,0.5357932853350789
24777,0.4013877159016657
24796,0.512846946616826
25104,0.4002932067513449
24806,0.39498215357209965
25118,0.44247949414156446
24822,0.48350730280106546
82811,0.5704109238976681
83449,0.5723045724277873
83459,0.4755760142657026
83770,0.48257371812786315
84091,0.43003204704471015
84096,0.47476356062810915
84737,0.456260926738174
85048,0.4755760142657026
85049,0.5775627615777442
85051,0.5421840596982349
85369,0.3716725208393461
85374,0.4840551294861344
85380,0.4379816301691792
82190,0.4526750717418856
82505,0.47988646514507866
82515,0.4362851722274352
82517,0.44659224648651663
82821,0.5167979721173814
83140,0.5127192826446789
788,0.2816290313929306
1102,0.4151248692015202
1109,0.4627700982857287
821,0.4192488342337224
829,0.4890833054103246
837,0.5252343788384572
845,0.5083925653558106
1163,0.5415814589861825
861,0.4755760142657026
899,0.5050635482531608
1207,0.5708664490904957
906,0.4543972460584295
1221,0.5800530249943646
1545,0.38756209066361175
1546,0.5245910330942536
1555,0.5673232013350128
1556,0.4587655492396837
1879,0.3929944677582836
1885,0.48365486180173717
1593,0.3760774617007659
1902,0.5331007577076688
1611,0.4240648125870588
1921,0.36270895604814685
1927,0.4724404816666036
1651,0.4225303253215143
1978,0.5351366672387693
1718,0.4768694864841016
1722,0.44980096414836757
1734,0.3226362075842432
41705,0.5362476341081976
41711,0.48257371812786315
41712,0.31722438447256585
42029,0.5586890834935428
42347,0.4672359068547962
42352,0.5320251888828135
42353,0.3822751341007319
42671,0.33895312097366154
42987,0.47537719409726625
43310,0.4054521402939114
43627,0.4091432917824666
43629,0.46372252882419807
43945,0.4591764696719906
43953,0.49797657224466824
43954,0.5868365138437622
43961,0.4473993207658928
44280,0.4133248222239309
44917,0.4927030983205212
44924,0.42250855647528074
44927,0.4961088936049603
45244,0.4328244084084107
45570,0.3679159001492563
45584,0.41704390446685746
41721,0.42879773020126827
41739,0.48257371812786315
42054,0.3723002456166777
42369,0.4766530439096877
42689,0.4863375904094364
43019,0.5200532735188279
43331,0.5645232667907323
51328,0.3625292796613141
51644,0.5237380940158688
51653,0.47824481074434155
51969,0.5066104925643353
52308,0.5959570750302461
52310,0.5357056963615316
52626,0.5485385718791307
52638,0.3426956859758641
52940,0.506061740741999
52954,0.5833121220288148
55194,0.46612777333103317
55196,0.3991733739083986
55526,0.48257371812786315
55847,0.41649765881956724
55848,0.47650959893890493
51024,0.48257371812786315
51031,0.4279285490797831
51342,0.5209184907937766
51348,0.43749063682712147
51666,0.5827780685029142
51674,0.4567811557860445
51680,0.5498979450573852
52331,0.4969648045184154
53302,0.4755760142657026
82163,0.5542577192172339
82481,0.521276935991402
82498,0.4720702039538933
55852,0.4755760142657026
55858,0.4652333699229547
55859,0.43204550471893377
51037,0.4755760142657026
51039,0.49404427520641747
51683,0.48907880097429485
51685,0.46072637332567873
51695,0.4600106705807662
51702,0.44262167261970603
52343,0.4783849596566206
52353,0.4755760142657026
53314,0.48257371812786315
53322,0.4502636944647991
53950,0.5730977965564378
54597,0.4481984135777582
54925,0.3979258212561272
55245,0.477432265716183
55558,0.5106388902743602
55882,0.40558316155714297
51384,0.48314875547946284
51703,0.5901173116484261
51706,0.3549358258834893
51711,0.5929921081190399
52041,0.35538025955109215
52047,0.5538997987505891
52369,0.41639115351010403
52689,0.4690606376557943
53331,0.42446603050526227
53341,0.3722976732368119
63455,0.5709323777320298
63780,0.38879518322093815
63783,0.4755760142657026
64096,0.41561788341040923
64104,0.35003427465544346
64109,0.5345917699256334
64422,0.5217712772761117
65391,0.47650959893890493
65705,0.4061473385208463
65709,0.4225600085403588
61568,0.4823462223550579
62203,0.4338075724721468
62850,0.4634769237925213
62851,0.5437101371442061
63164,0.4081937480322545
63491,0.3463977970550594
63796,0.5784665709862762
63799,0.5227180985828794
63802,0.42085850247742657
63812,0.46273477803994734
64127,0.40253811872066064
64449,0.5051707045652998
64771,0.5071142489714167
65082,0.48257371812786315
65399,0.4439902145379756
66039,0.48257371812786315
66048,0.40209455523083987
71758,0.5755686974655951
72077,0.4755760142657026
72087,0.48257371812786315
72405,0.5070427733229604
72723,0.46541849671453034
72735,0.5012709593625654
73046,0.42369421594250245
73682,0.4490458680298483
73694,0.4398571525042475
73696,0.49986965945713197
74317,0.4775673379750238
74974,0.39418632374706164
75286,0.4395518995157043
75605,0.31086525173382246
75612,0.4755760142657026
75929,0.4617528605615494
76239,0.49806763181436015
71471,0.43794066588887176
71776,0.28016478467494255
71779,0.48350730280106546
72112,0.3588048228996101
72417,0.4795406928335809
72420,0.46352689953732823
72425,0.5681201964975643
73073,0.34533139000326196
73393,0.41796874590440275
73714,0.4228748457780254
74337,0.5363351559868458
74347,0.37871098374432083
74354,0.5021288985908542
74666,0.4723210941683085
74667,0.4755760142657026
74990,0.4964990494434637
75949,0.4291905978078616
75952,0.485900732158274
71486,0.5709827139247708
71805,0.5751804685857181
71813,0.425088891488187
72130,0.4275494417309384
72437,0.5155938457877757
82469,0.47650959893890493
82788,0.5348243786344802
82793,0.4755760142657026
83111,0.46948237850321833
83113,0.43177911163354366
83420,0.5641330502160539
83425,0.4582614285634452
83428,0.47650959893890493
83433,0.47312978616524515
83759,0.5280117798788341
84381,0.5103055340161348
84709,0.45728560653994277
85024,0.5760938190177456
85026,0.4003437606969624
85671,0.5551252459228428
35158,0.5152289604112235
34851,0.3857368288512525
34853,0.5032519816770181
34859,0.45927957185831997
35162,0.5370571846394419
35165,0.4755760142657026
34865,0.3869367791956984
34877,0.37797172556647135
34898,0.38405195234918743
35203,0.4707437847887103
34902,0.539327655840096
34907,0.4270994911452253
34930,0.5628955813704668
34939,0.44043250809706713
35249,0.5312760697537878
35561,0.4541333113614155
35568,0.4755760142657026
35572,0.3780242526435297
35574,0.4612103388298643
35575,0.5056732403470275
35889,0.47650959893890493
35583,0.49005391951392446
35587,0.4325589746821305
