LNR,RESPONSE
1754,0.5542881030736946
1770,0.5577374223398376
1465,0.4512805363401276
1470,0.4378978672157311
1478,0.46629557009434064
1782,0.43206691485570387
1485,0.48374270581577705
1519,0.48991667036902165
1835,0.45858762829310323
1522,0.5340867963020179
1539,0.4904320307395214
1853,0.5427349213770598
1856,0.49962882911309153
2502,0.5291924540321216
2182,0.5289153042307471
2191,0.5036099217156442
2522,0.47759721698081237
2530,0.5186874994987651
2215,0.505505456112182
2550,0.5456031875956893
2570,0.5324157779567525
2574,0.5125864878077264
2579,0.5566792536019995
2247,0.553077432840563
2674,0.47203871594836966
11434,0.4496281773948325
11122,0.5052300303515009
11127,0.4865221324507359
11443,0.5115617060288788
11170,0.48690694194890094
11191,0.4714598823821955
11198,0.5584110681331682
10936,0.48690694194890094
11244,0.5477133029810436
11247,0.4744502017289768
11252,0.5361995088227942
11259,0.48690694194890094
10945,0.45549683988167106
10951,0.424780853821095
11271,0.42527432297173656
10963,0.5149808508554616
11282,0.5001805682764423
11291,0.4346782269698234
10980,0.45423786274401573
10994,0.45637223212101896
10998,0.48690694194890094
11303,0.471790668081561
11630,0.44645944771047197
11636,0.46119932590724694
11949,0.4492810462219298
11950,0.498706649312489
11956,0.5240610101552727
11648,0.48690694194890094
11653,0.4971682092465343
11967,0.498003800597213
11972,0.44869976999978384
11975,0.5452446434808854
12110,0.500858853473201
12113,0.5307568487020545
11712,0.46757031876700433
11716,0.48690694194890094
12000,0.4807960727834613
11722,0.45757943119428235
12023,0.48690694194890094
12046,0.4331273474086094
11762,0.48690694194890094
12071,0.4523952787675077
12077,0.5246867195049905
11785,0.5096664203071534
11788,0.5217602666879975
11790,0.4754885717609969
11800,0.5003034707623101
11806,0.4631319307902862
11816,0.4739809822537307
11505,0.48234393971939143
11837,0.496872011498413
11531,0.5075281896743008
11848,0.5180987130390455
11854,0.4864593559980456
11877,0.4535876312071029
11563,0.5208340475892388
11567,0.4888577686250538
11894,0.49032309132914675
11906,0.45717214057148375
11917,0.48690694194890094
11610,0.48690694194890094
11923,0.46945036718713845
12596,0.45296179263670033
12603,0.4441686859002773
12608,0.535045057015196
12633,0.48526078805571826
12637,0.47737950678967567
21484,0.48690694194890094
21184,0.4572688871846836
21247,0.4573890608447815
20991,0.4593436978084642
21018,0.49427352566067667
21019,0.5317226794617983
21047,0.42860600099404794
21054,0.42335821114993166
21374,0.48140827610993625
21392,0.45821735006067094
21713,0.465866228195237
22019,0.48562290763803
22025,0.495000704730935
21722,0.5183761409625913
21728,0.4522153926980152
22039,0.48690694194890094
22044,0.5089862513287298
61900,0.5200514153226699
62548,0.504578911420422
63176,0.4948714696882869
64473,0.5094070756148313
64779,0.5590368412305688
64780,0.4266803235766857
64784,0.48061930298602024
65105,0.48690694194890094
65431,0.5428812637075643
65433,0.5357427264829966
66055,0.43131426629142616
66071,0.48690694194890094
61280,0.46290853521528263
61281,0.5118074346058373
61284,0.47579549587752373
61597,0.44818768345958027
61606,0.4548089186518787
62235,0.5368180813689583
62240,0.4550775844938741
62241,0.5003272775948568
62555,0.5425058313584908
