LNR,RESPONSE
1754,0.03081834
1770,0.04396704
1465,0.005058611
1470,0.0027153406
1478,0.005291695
1782,0.0048266198
1485,0.010654983
1519,0.009302456
1835,0.0033084657
1522,0.015636463
1539,0.013501749
1853,0.024552763
1856,0.007168702
2502,0.016294481
2182,0.023534583
2191,0.015378851
2522,0.00560275
2530,0.014592902
2215,0.021681994
2550,0.016801795
2570,0.03871723
2574,0.018286882
2579,0.025900315
2247,0.029415451
2674,0.004265718
11434,0.0036721725
11122,0.017070398
11127,0.0076481793
11443,0.009603309
11170,0.010642796
11191,0.008711352
11198,0.03305856
10936,0.010642796
11244,0.027516939
11247,0.007932648
11252,0.02148227
11259,0.010642796
10945,0.0036906325
10951,0.0050408277
11271,0.006899841
10963,0.016809525
11282,0.015344888
11291,0.0056436798
10980,0.0070556123
10994,0.0039991974
10998,0.010642796
11303,0.0077766096
11630,0.0034536514
11636,0.008495515
11949,0.003020984
11950,0.014053415
11956,0.022037078
11648,0.010642796
11653,0.014860857
11967,0.0065667992
11972,0.0043898434
11975,0.018981135
12110,0.021699453
12113,0.018232984
11712,0.002918109
11716,0.010642796
12000,0.009084574
11722,0.0046932735
12023,0.010642796
12046,0.00441842
11762,0.010642796
12071,0.0086513935
12077,0.013208942
11785,0.015075064
11788,0.016266651
11790,0.006425438
11800,0.01254195
11806,0.0052449955
11816,0.008512011
11505,0.007241572
11837,0.010520773
11531,0.016026162
11848,0.017590491
11854,0.006681844
11877,0.005941232
11563,0.01748331
11567,0.012541872
11894,0.009699789
11906,0.0071582426
11917,0.010642796
11610,0.010642796
11923,0.0049322275
12596,0.0071170405
12603,0.005070283
12608,0.040952742
12633,0.013691802
12637,0.0050295494
21484,0.010642796
21184,0.0065158405
21247,0.0050141606
20991,0.008709561
21018,0.006673064
21019,0.022571614
21047,0.0020992993
21054,0.004185516
21374,0.00921135
21392,0.009198278
21713,0.006562959
22019,0.0072526257
22025,0.012923471
21722,0.02379681
21728,0.005134289
22039,0.010642796
22044,0.011103305
61900,0.0271692
62548,0.021909151
63176,0.011274181
64473,0.024123607
64779,0.030374656
64780,0.0027347603
64784,0.010639393
65105,0.010642796
65431,0.020874467
65433,0.026494337
66055,0.0039364877
